品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
H,哈弗,长城汽车,哈弗H2s,2018款 红标 1.5T 双离合风尚型,4,L,4,7挡双离合,1.5,国V,2018.08,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:20.107376
H,哈弗,长城汽车,哈弗H2s,2018款 1.5T 双离合风尚型,4,L,4,7挡双离合,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:20.234299
H,哈弗,长城汽车,哈弗H2s,2018款 蓝标 1.5T 手动风尚型,4,L,4,6挡手动,1.5,国V,2018.08,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:20.566108
H,哈弗,长城汽车,哈弗H2s,2018款 蓝标 1.5T 双离合智尚型,4,L,4,7挡双离合,1.5,国V,2018.08,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:20.729038
H,哈弗,长城汽车,哈弗H2s,2018款 红标 1.5T 手动风尚型,4,L,4,6挡手动,1.5,国V,2018.08,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:20.998344
H,哈弗,长城汽车,哈弗H2s,2018款 1.5T 双离合智尚型,4,L,4,7挡双离合,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:21.172290
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT 手动都市版 国V,4,L,4,6挡手动,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:21.689760
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT 手动豪华智联版 国V,4,L,4,6挡手动,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:21.839666
H,哈弗,长城汽车,哈弗H4,2019款 红标 1.5GDIT 手动精英智联版,4,L,4,6挡手动,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:21.998567
H,哈弗,长城汽车,哈弗H4,2019款 红标 1.5GDIT DCT豪华智联版,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:22.182453
H,哈弗,长城汽车,哈弗H4,2019款 红标 1.5GDIT 手动豪华智联版,4,L,4,6挡手动,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:22.321368
H,哈弗,长城汽车,哈弗H4,2019款 红标 1.5GDIT DCT超豪智联版,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:22.463328
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT DCT超豪智联版 国V,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:22.650798
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT DCT精英智联版 国V,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:22.810697
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT 手动精英智联版 国V,4,L,4,6挡手动,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:22.952610
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT DCT豪华智联版 国V,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:23.106516
H,哈弗,长城汽车,哈弗H4,2019款 红标 1.5GDIT 手动都市版,4,L,4,6挡手动,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:23.319476
H,哈弗,长城汽车,哈弗H4,2019款 红标 1.5GDIT DCT精英智联版,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:23.672934
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT DCT精英智联版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:23.817844
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT DCT豪华智联版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:23.956760
H,哈弗,长城汽车,哈弗H4,2019款 1.5GDIT DCT超豪智联版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:24.125656
H,哈弗,长城汽车,哈弗H5,2018款 经典版 2.0T 手动两驱精英型,4,L,4,6挡手动,2.0,国IV(国V),2017.08,汽油,92号,三年或10万公里,5,五连杆式非独立悬架,手刹,2019-09-27 12:49:24.593432
H,哈弗,长城汽车,哈弗H5,2018款 经典版 2.0T 手动四驱精英型,4,L,4,6挡手动,2.0,国IV(国V),2017.08,汽油,92号,三年或10万公里,5,五连杆式非独立悬架,手刹,2019-09-27 12:49:24.759329
H,哈弗,长城汽车,哈弗H5,2018款 经典版 2.0T 手动四驱尊贵型,4,L,4,6挡手动,2.0,国IV(国V),2017.08,汽油,92号,三年或10万公里,5,五连杆式非独立悬架,手刹,2019-09-27 12:49:24.919824
H,哈弗,长城汽车,哈弗H5,2018款 经典版 2.0T 手动四驱进取型,4,L,4,6挡手动,2.0,国IV(国V),2017.08,汽油,92号,三年或10万公里,5,五连杆式非独立悬架,手刹,2019-09-27 12:49:25.078717
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动冠军版 国V,4,L,4,7挡双离合,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:25.532437
H,哈弗,长城汽车,哈弗H6,2019款 2.0GDIT 自动豪华智联版 国V,4,L,4,7挡双离合,2.0,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:25.838267
H,哈弗,长城汽车,哈弗H6,2018款 运动版 1.5T 自动两驱精英型 国V,4,L,4,7挡双离合,1.5,国V,2018.12,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:26.028915
H,哈弗,长城汽车,哈弗H6,2019款 2.0GDIT 自动冠军版 国V,4,L,4,7挡双离合,2.0,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:26.179820
H,哈弗,长城汽车,哈弗H6,2018款 运动版 1.5T 自动两驱尊贵型 国V,4,L,4,7挡双离合,1.5,国V,2018.12,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:26.318733
H,哈弗,长城汽车,哈弗H6,2018款 运动版 1.5T 手动两驱精英型 国V,4,L,4,6挡手动,1.5,国V,2018.12,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:26.484632
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动舒适版 国V,4,L,4,7挡双离合,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:26.629547
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动冠军版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:26.818425
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动都市版 国V,4,L,4,7挡双离合,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:26.990357
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动豪华智联版 国V,4,L,4,7挡双离合,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:27.240275
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动超豪智联版 国V,4,L,4,7挡双离合,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:27.385801
H,哈弗,长城汽车,哈弗H6,2019款 运动版 1.5T 自动两驱精英型 国VI,4,L,4,7挡双离合,1.5,国VI,2019.08,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:27.535709
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动都市版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:27.733588
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动豪华智联版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:28.010452
H,哈弗,长城汽车,哈弗H6,2019款 1.5GDIT 自动超豪智联版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:28.168355
H,哈弗,长城汽车,哈弗H6,2020款 1.5GDIT 自动铂金超豪版,4,L,4,7挡双离合,1.5,国VI,2019.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:28.316263
H,哈弗,长城汽车,哈弗H6,2020款 1.5GDIT 自动铂金舒适版,4,L,4,7挡双离合,1.5,国VI,2019.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:28.464828
H,哈弗,长城汽车,哈弗H6,2020款 1.5GDIT 自动铂金都市版,4,L,4,7挡双离合,1.5,国VI,2019.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:28.618732
H,哈弗,长城汽车,哈弗H6,2020款 1.5GDIT 自动铂金冠军版,4,L,4,7挡双离合,1.5,国VI,2019.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:28.755646
H,哈弗,长城汽车,哈弗H6,2020款 2.0GDIT 自动铂金冠军版,4,L,4,7挡双离合,2.0,国VI,2019.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:28.891563
H,哈弗,长城汽车,哈弗H6,2019款 运动版 1.5T 手动两驱精英型 国VI,4,L,4,6挡手动,1.5,国VI,2019.08,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:29.061458
H,哈弗,长城汽车,哈弗H6,2020款 1.5GDIT 自动铂金豪华版,4,L,4,7挡双离合,1.5,国VI,2019.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:29.207367
H,哈弗,长城汽车,哈弗H6,2020款 2.0GDIT 自动铂金豪华版,4,L,4,7挡双离合,2.0,国VI,2019.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:29.351278
H,哈弗,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动两驱豪华智联版 国V,4,L,4,7挡双离合,1.5,国V,2019.02,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:29.819616
H,哈弗,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动两驱都市型 国V,4,L,4,7挡双离合,1.5,国V,2019.02,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:29.957529
H,哈弗,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动两驱精英型 国V,4,L,4,7挡双离合,1.5,国V,2019.02,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:30.117430
H,哈弗,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动两驱超豪智联版 国V,4,L,4,7挡双离合,1.5,国V,2019.02,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:30.321304
H,哈弗,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动两驱都市型 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:30.481724
H,哈弗,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动两驱精英型 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:30.656615
H,哈弗,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动两驱豪华智联版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:31.107338
H,哈弗,长城汽车,哈弗H6 Coupe,2019款 1.5T 自动两驱超豪智联版 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:31.301228
H,哈弗,长城汽车,哈弗H7,2019款 2.0T 智享型 国V,4,L,4,7挡双离合,2.0,国V,2019.03,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:31.871893
H,哈弗,长城汽车,哈弗H7,2019款 2.0T 畅享型 国V,4,L,4,7挡双离合,2.0,国V,2019.03,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:32.047783
H,哈弗,长城汽车,哈弗H7,2019款 H7L 2.0T 尊贵型,4,L,4,7挡双离合,2.0,国V,2019.03,汽油,92号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:49:32.228759
H,哈弗,长城汽车,哈弗H7,2019款 H7L 2.0T 豪华型,4,L,4,7挡双离合,2.0,国V,2019.03,汽油,92号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:49:32.440627
H,哈弗,长城汽车,哈弗H7,2019款 2.0T 悦享型 国V,4,L,4,7挡双离合,2.0,国V,2019.03,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:32.635507
H,哈弗,长城汽车,哈弗H7,2019款 2.0T 尊享型 国V,4,L,4,7挡双离合,2.0,国V,2019.03,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:32.894431
H,哈弗,长城汽车,哈弗H7,2019款 2.0T 畅享型 国VI,4,L,4,7挡双离合,2.0,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:33.103301
H,哈弗,长城汽车,哈弗H7,2019款 2.0T 悦享型 国VI,4,L,4,7挡双离合,2.0,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:33.387725
H,哈弗,长城汽车,哈弗H7,2019款 2.0T 智享型 国VI,4,L,4,7挡双离合,2.0,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:33.538630
H,哈弗,长城汽车,哈弗H7,2019款 2.0T 尊享型 国VI,4,L,4,7挡双离合,2.0,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:33.748500
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 柴油四驱智享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,柴油,0号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:34.407737
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 汽油四驱尊享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:35.205476
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 汽油两驱智享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:35.524278
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 柴油两驱悦享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,柴油,0号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:35.737153
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 汽油两驱悦享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:35.885658
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 汽油四驱智享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:36.065576
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 柴油两驱智享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,柴油,0号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:36.223478
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 汽油四驱悦享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:36.395371
H,哈弗,长城汽车,哈弗H8,2017款 2.0T 柴油四驱悦享型,4,L,4,8挡手自一体,2.0,国V,暂无数据,柴油,0号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:36.557270
H,哈弗,长城汽车,哈弗H9,2020款 2.0T 汽油四驱智享型 5座,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,92号,三年或10万公里,5,多连杆非独立悬架,电子驻车,2019-09-27 12:49:37.148652
H,哈弗,长城汽车,哈弗H9,2020款 2.0T 汽油四驱精英型 5座,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,92号,三年或10万公里,5,多连杆非独立悬架,电子驻车,2019-09-27 12:49:37.505460
H,哈弗,长城汽车,哈弗H9,2020款 2.0T 汽油四驱舒适型 7座,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,92号,三年或10万公里,7,多连杆非独立悬架,电子驻车,2019-09-27 12:49:37.670358
H,哈弗,长城汽车,哈弗H9,2020款 2.0T 汽油四驱尊贵型 7座,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,92号,三年或10万公里,7,多连杆非独立悬架,电子驻车,2019-09-27 12:49:37.827262
H,哈弗,长城汽车,哈弗H9,2017款 2.0T 汽油四驱舒适型 5座,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,5,多连杆非独立悬架,电子驻车,2019-09-27 12:49:38.103749
H,哈弗,长城汽车,哈弗H9,2017款 2.0T 汽油四驱舒适型 7座,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,7,多连杆非独立悬架,电子驻车,2019-09-27 12:49:38.253658
H,哈弗,长城汽车,哈弗H9,2017款 2.0T 汽油四驱尊贵型 7座,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,7,多连杆非独立悬架,电子驻车,2019-09-27 12:49:38.438552
H,哈弗,长城汽车,哈弗H9,2017款 2.0T 汽油四驱豪华型 7座,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,7,多连杆非独立悬架,电子驻车,2019-09-27 12:49:39.381730
H,哈弗,长城汽车,哈弗H9,2017款 2.0T 汽油四驱尊享型 5座,4,L,4,8挡手自一体,2.0,国V,暂无数据,汽油,95号,三年或10万公里,5,多连杆非独立悬架,电子驻车,2019-09-27 12:49:39.555620
H,哈弗,长城汽车,哈弗H9,2020款 2.0T 汽油四驱豪华型 7座,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,92号,三年或10万公里,7,多连杆非独立悬架,电子驻车,2019-09-27 12:49:39.754528
H,哈弗,长城汽车,哈弗H9,2020款 2.0T 汽油四驱尊享型 5座,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,92号,三年或10万公里,5,多连杆非独立悬架,电子驻车,2019-09-27 12:49:39.958473
H,哈弗,长城汽车,哈弗M6,2019款 1.5T 手动两驱都市型 国V,4,L,4,6挡手动,1.5,国V,2019.07,汽油,92号,三年或10万公里,5,双横臂式独立悬架,手刹,2019-09-27 12:49:41.701395
H,哈弗,长城汽车,哈弗M6,2019款 1.5T 手动两驱精英型 国VI,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,双横臂式独立悬架,手刹,2019-09-27 12:49:41.856301
H,哈弗,长城汽车,哈弗M6,2019款 1.5T DCT两驱精英型 国VI,4,L,4,7挡双离合,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,双横臂式独立悬架,手刹,2019-09-27 12:49:42.016201
H,哈弗,长城汽车,哈弗M6,2019款 1.5T DCT两驱精英型 国V,4,L,4,7挡双离合,1.5,国V,2019.07,汽油,92号,三年或10万公里,5,双横臂式独立悬架,手刹,2019-09-27 12:49:42.200093
H,哈弗,长城汽车,哈弗M6,2019款 1.5T 手动两驱精英型 国V,4,L,4,6挡手动,1.5,国V,2019.07,汽油,92号,三年或10万公里,5,双横臂式独立悬架,手刹,2019-09-27 12:49:44.330161
