品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
J,金杯,华晨雷诺,金杯大海狮,2016款 2.4L大海狮W标准型,4,L,4,暂无数据,2.4,国IV/国V,国IV/国V,汽油,92号,-,10-11,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:42.870545
J,金杯,华晨雷诺,金杯大海狮,2016款 2.7L大海狮L丰田动力版自动,未知,L,未知,暂无数据,2.7,国IV/国V,国IV/国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:43.049429
J,金杯,华晨雷诺,金杯大海狮,2016款 2.8T大海狮LL豪华型JE4D28Q5F,未知,L,未知,暂无数据,2.8,国V,国V,柴油,0号,-,10-18,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:43.262307
J,金杯,华晨雷诺,金杯大海狮,2018款 2.4L大海狮W手动11座豪华型4RB2,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,11,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:43.463695
J,金杯,华晨雷诺,金杯大海狮,2016款 2.4L大海狮L快运厢货版,4,L,4,暂无数据,2.4,国IV/国V,国IV/国V,汽油,92号,-,2,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:43.642584
J,金杯,华晨雷诺,金杯大海狮,2018款 2.7L大海狮L手动14座豪华型3TZ,未知,L,未知,暂无数据,2.7,国V,国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:43.809998
J,金杯,华晨雷诺,金杯大海狮,2016款 2.5T大海狮W豪华型,未知,L,未知,暂无数据,2.5,国IV,国IV,柴油,0号,-,10-11,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:44.081996
J,金杯,华晨雷诺,金杯海狮,2016款 2.0L豪华型V19,2,L,2,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,9,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:44.731527
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代箱货标准顶2座4G19,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:45.092739
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代快运标准型加长高顶6座V19S,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,6,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:45.268628
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代动力王舒适型标准顶10座V20,2,L,2,暂无数据,2.0,国V,国V,汽油,92号,-,10,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:45.704948
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代箱货标准顶2座4G21C,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:45.866848
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代快运王舒适型加长高顶13座4G21C,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,13,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:46.041741
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代快运标准型标准顶6座V19S,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,6,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:46.230640
J,金杯,华晨雷诺,金杯海狮,2016款 2.2L快运厢货版V22,未知,L,未知,暂无数据,2.2,国IV/国V,国IV/国V,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:46.414527
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代快运王豪华型标准顶10座4G19,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,10,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:46.591427
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代动力王舒适型加长高顶13座4G21D4C,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,13,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:46.767924
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代快运豪华型标准顶6座V19S,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,6,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:46.989793
J,金杯,华晨雷诺,金杯海狮,2016款 2.2L豪华型V22,未知,L,未知,暂无数据,2.2,国IV/国V,国IV/国V,汽油,92号,-,10,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:47.173322
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代快运王豪华型标准顶10座4G21C,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,10,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:47.364202
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代快运豪华型加长高顶6座V19S,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,6,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:47.606056
J,金杯,华晨雷诺,金杯海狮,2018款 2.0L五代动力王豪华型标准顶10座4G21D4C,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,10,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:48.040784
J,金杯,华晨雷诺,金杯快运,2018款 2.0L商务型V19,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,9,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:49.456877
J,金杯,华晨雷诺,金杯快运,2018款 2.0L标准型V19,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,6,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:49.630768
J,金杯,华晨雷诺,金杯快运,2019款 2.0L标准型国VI 1TZS,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,6,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:49.823648
J,金杯,华晨雷诺,金杯快运,2018款 2.0L舒适型V19,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,6,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:50.010196
J,金杯,华晨雷诺,金杯快运,2019款 2.0L豪华型国VI 1TZS,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,9,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:50.182083
J,金杯,华晨雷诺,金杯快运,2018款 2.0L豪华型V19,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,9,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:50.431927
J,金龙,厦门金龙,金威,2017款 2.2L商务车系列V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,5-9,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:55.173096
J,金龙,厦门金龙,金威,2017款 2.2L创享型V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,4-14,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:55.286035
J,金龙,厦门金龙,金威,2018款 2.0L商务系列V20,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,5-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:55.418945
J,金龙,厦门金龙,金威,2018款 2.0L厢货系列V20,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,2/5,变截面钢板弹簧,暂无数据,2019-09-27 09:15:55.553859
J,金龙,厦门金龙,金威,2017款 2.2L创业型V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,4-14,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:55.661793
J,金龙,厦门金龙,金威,2017款 2.2L创意型V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,4-14,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:55.759730
J,金龙,厦门金龙,金威,2018款 2.2L长轴商务V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,5-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:55.916635
J,金龙,厦门金龙,金威,2018款 2.0L厢货系列4G20,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,2/5,变截面钢板弹簧,暂无数据,2019-09-27 09:15:56.020572
J,金龙,厦门金龙,金威,2018款 2.0L商务系列4G20,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,-,5-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:56.122505
J,金龙,厦门金龙,金威,2018款 2.2L长轴厢货V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,2/5,变截面钢板弹簧,暂无数据,2019-09-27 09:15:56.218448
J,金龙,厦门金龙,金威,2018款 2.2L长轴V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,10-13,变截面钢板弹簧,暂无数据,2019-09-27 09:15:56.311143
J,金龙,厦门金龙,金威,2018款 2.2L短轴厢货V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,2/5,变截面钢板弹簧,暂无数据,2019-09-27 09:15:56.477041
J,金龙,厦门金龙,金威,2017款 2.2L厢货系列V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,-,2/5,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:56.603106
J,金龙,厦门金龙,凯歌,2018款 2.7L自动商务车3TZ,未知,L,未知,暂无数据,2.7,国V,国V,汽油,92号,三年或6万公里,6-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:57.024848
J,金龙,厦门金龙,凯歌,2018款 2.7L自动系列3TZ,未知,L,未知,暂无数据,2.7,国V,国V,汽油,92号,三年或6万公里,10-14,变截面钢板弹簧,暂无数据,2019-09-27 09:15:57.141774
J,金龙,厦门金龙,凯歌,2018款 2.7L系列3TZ,未知,L,未知,暂无数据,2.7,国V,国V,汽油,92号,三年或6万公里,10-17,变截面钢板弹簧,暂无数据,2019-09-27 09:15:57.240712
J,金龙,厦门金龙,凯歌,2015款 电动版,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,三年或6万公里,10-18,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:15:57.334653
J,金龙,厦门金龙,凯歌,2018款 2.8T上柴系列SC28R,未知,L,未知,暂无数据,2.8,国V,国V,柴油,0号,三年或6万公里,10-17,变截面钢板弹簧,暂无数据,2019-09-27 09:15:57.437593
J,金龙,厦门金龙,凯歌,2018款 2.4L商务车4RB2,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,三年或6万公里,6-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:57.534112
J,金龙,厦门金龙,凯歌,2018款 2.4L系列4RB2,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,三年或6万公里,10-14,变截面钢板弹簧,暂无数据,2019-09-27 09:15:57.630039
J,金龙,厦门金龙,凯锐浩克,2018款 2.2L M1舒适型V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,三年或6万公里,6-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:58.107744
J,金龙,厦门金龙,凯锐浩克,2018款 2.2L 商务精英型V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,三年或6万公里,4-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:58.238661
J,金龙,厦门金龙,凯锐浩克,2018款 2.2L M1标准型V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,三年或6万公里,6-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:58.343597
J,金龙,厦门金龙,凯锐浩克,2018款 2.2L 舒适型10座V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,三年或6万公里,10,变截面钢板弹簧,暂无数据,2019-09-27 09:15:58.453533
J,金龙,厦门金龙,凯锐浩克,2018款 2.2L 商务豪华型V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,三年或6万公里,4-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:58.582451
J,金龙,厦门金龙,凯锐浩克,2018款 2.0T M1标准型4G20T,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,三年或6万公里,6-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:58.690382
J,金龙,厦门金龙,凯锐浩克,2018款 2.0T M1舒适型4G20T,未知,L,未知,暂无数据,2.0,国V,国V,汽油,92号,三年或6万公里,6-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:58.792528
J,金龙,厦门金龙,凯锐浩克,2018款 2.2L 厢货系列V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,三年或6万公里,2,变截面钢板弹簧,暂无数据,2019-09-27 09:15:58.889767
J,金龙,厦门金龙,凯锐浩克,2018款 2.2L 标准型10座V22,未知,L,未知,暂无数据,2.2,国V,国V,汽油,92号,三年或6万公里,10,变截面钢板弹簧,暂无数据,2019-09-27 09:15:59.026682
J,金龙,厦门金龙,凯特,2018款 2.3T商务车WP,未知,L,未知,暂无数据,2.3,国V,国V,柴油,0号,三年或6万公里,4-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:59.461627
J,金龙,厦门金龙,凯特,2018款 2.3T系列WP,未知,L,未知,暂无数据,2.3,国V,国V,柴油,0号,三年或6万公里,10-11,变截面钢板弹簧,暂无数据,2019-09-27 09:15:59.564565
J,金龙,厦门金龙,凯特,2018款 2.8T上柴系列SC28R,未知,L,未知,暂无数据,2.8,国V,国V,柴油,0号,三年或6万公里,10-15,变截面钢板弹簧,暂无数据,2019-09-27 09:15:59.693061
J,金龙,厦门金龙,凯特,2018款 2.8T上柴商务车SC28R,未知,L,未知,暂无数据,2.8,国V,国V,柴油,0号,三年或6万公里,6-9,变截面钢板弹簧,暂无数据,2019-09-27 09:15:59.788002
J,金龙,厦门金龙,凯特,2018款 2.3T厢货系列WP,未知,L,未知,暂无数据,2.3,国V,国V,柴油,0号,三年或6万公里,2-3,变截面钢板弹簧,暂无数据,2019-09-27 09:16:00.119796
J,金龙,厦门金龙,凯特,2018款 2.8T上柴厢货系列SC28R,未知,L,未知,暂无数据,2.8,国V,国V,柴油,0号,三年或6万公里,2-3,变截面钢板弹簧,暂无数据,2019-09-27 09:16:00.212739
K,开瑞,开瑞汽车,海豚EV,2019款 智慧版,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:16:08.563564
K,开瑞,开瑞汽车,海豚EV,2019款 智联版,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:16:08.686491
K,开瑞,开瑞汽车,海豚EV,2019款 智享版,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 09:16:08.788425
K,开瑞,开瑞汽车,开瑞K50,2018款 1.5L 手动天窗版,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:09.281119
K,开瑞,开瑞汽车,开瑞K50,2018款 1.5L 手动舒适型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:09.402045
K,开瑞,开瑞汽车,开瑞K50,2018款 K50S 1.5L 手动豪华型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:09.534964
K,开瑞,开瑞汽车,开瑞K50,2018款 K50S定制版 1.5L 手动尊贵型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:09.694384
K,开瑞,开瑞汽车,开瑞K50,2018款 改款 1.5L 手动基本型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:09.839290
K,开瑞,开瑞汽车,开瑞K50,2018款 改款 1.5L 手动舒适型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:09.956217
K,开瑞,开瑞汽车,开瑞K50,2019款 1.5L 手动标准型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:10.076143
K,开瑞,开瑞汽车,开瑞K50,2019款 1.5L 手动超值版,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 09:16:10.327986
K,开瑞,开瑞汽车,开瑞K50,2018款 改款 1.5L 手动天窗版,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:10.445912
K,开瑞,开瑞汽车,开瑞K50,2019款 1.5L 手动定制版尊享型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:10.560841
K,开瑞,开瑞汽车,开瑞K50,2018款 K50S 1.5L 手动天窗版,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:10.694759
K,开瑞,开瑞汽车,开瑞K50,2019款 1.5L 手动舒适型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:10.813686
K,开瑞,开瑞汽车,开瑞K50,2018款 K50S定制版 1.5L 手动尊享型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:10.955599
K,开瑞,开瑞汽车,开瑞K50,2018款 1.5L 手动基本型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:11.084518
K,开瑞,开瑞汽车,开瑞K50EV,2018款 豪华型EV,暂无数据,暂无数据,暂无数据,5挡手动,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,三年或6万公里,7,扭力梁式螺旋弹簧非独立悬架,手刹,2019-09-27 09:16:11.591202
K,开瑞,开瑞汽车,开瑞K60,2019款 K60S 1.5L 手动豪华型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:12.084896
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5L 手动旗舰型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:12.191831
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5L 手动豪华型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:12.310760
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5L 手动舒适型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:12.411692
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5L 自动豪华型,4,L,4,4挡自动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:12.515632
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5L 手动标准型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:12.629560
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5T 手动旗舰型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:12.759479
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5L 手动ESP版,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:13.764854
K,开瑞,开瑞汽车,开瑞K60,2019款 K60S 1.5L 手动舒适型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:13.868790
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5L 手动天窗版,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:14.071665
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5T 手动豪华型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:14.170605
K,开瑞,开瑞汽车,开瑞K60,2019款 K60S 1.5L 手动标准型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:14.274541
K,开瑞,开瑞汽车,开瑞K60,2019款 K60S 1.5L 手动旗舰型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:14.384471
K,开瑞,开瑞汽车,开瑞K60,2018款 1.5L 自动天窗版,4,L,4,4挡自动,1.5,国V,国V,汽油,92号,三年或6万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:14.504400
K,开瑞,开瑞汽车,开瑞K60EV,2018款 豪华版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:14.941125
K,开瑞,开瑞汽车,开瑞K60EV,2018款 V行版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:16:15.061051
K,开瑞,开瑞汽车,优优,2018款 1.2L厢货基本型5座,4,L,4,暂无数据,1.2,国V,国V,汽油,92号,-,5,纵置钢板弹簧,暂无数据,2019-09-27 09:16:15.938508
K,开瑞,开瑞汽车,优优,2018款 1.2L加长厢货标准型2座,4,L,4,暂无数据,1.2,国V,国V,汽油,92号,-,2,纵置钢板弹簧,暂无数据,2019-09-27 09:16:16.088415
K,开瑞,开瑞汽车,优优,2018款 1.0L厢货基本型(碟刹)5座,4,L,4,暂无数据,1.0,国V,国V,汽油,92号,-,5,纵置钢板弹簧,暂无数据,2019-09-27 09:16:16.195350
K,开瑞,开瑞汽车,优优,2018款 1.2L厢货标准型5座,4,L,4,暂无数据,1.2,国V,国V,汽油,92号,-,5,纵置钢板弹簧,暂无数据,2019-09-27 09:16:16.288291
K,开瑞,开瑞汽车,优优,2018款 1.2L厢货舒适型5座,4,L,4,暂无数据,1.2,国V,国V,汽油,92号,-,5,纵置钢板弹簧,暂无数据,2019-09-27 09:16:16.383230
K,开瑞,开瑞汽车,优优,2018款 1.2L厢货基本型(碟刹)2座,4,L,4,暂无数据,1.2,国V,国V,汽油,92号,-,2,纵置钢板弹簧,暂无数据,2019-09-27 09:16:16.479173
K,开瑞,开瑞汽车,优优,2018款 1.2L加长厢货标准型5座,4,L,4,暂无数据,1.2,国V,国V,汽油,92号,-,5,纵置钢板弹簧,暂无数据,2019-09-27 09:16:16.582107
K,开瑞,开瑞汽车,优优,2018款 1.2L厢货舒适型2座,4,L,4,暂无数据,1.2,国V,国V,汽油,92号,-,2,纵置钢板弹簧,暂无数据,2019-09-27 09:16:16.688042
K,开瑞,开瑞汽车,优优,2018款 1.0L厢货基本型2座,4,L,4,暂无数据,1.0,国V,国V,汽油,92号,-,2,纵置钢板弹簧,暂无数据,2019-09-27 09:16:16.797974
